Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level
working_student,5.260057144,4.899582221,,80.34811746,5.0,,5.0,1
school,6.481968729,3.246785448,0.537795752024343,90.70458563,2.0,5.0,8.0,0
working_student,5.288265254,2.789788661,6.540042066,54.48732976,5.0,3.0,11.0,0
,5.660071061,9.235585942,4.709065888,95.11000965,7.0,5.0,12.0,1
school,7.254464608,1.140194883,2.31228802,95.28224349,9.0,6.0,11.0,0
college,5.620254881,0.839019801824801,4.520005023,91.69401085,2.0,7.0,7.0,0
school,8.050912852,3.225882044,4.489942691,55.60170135,5.0,5.0,8.0,1
school,8.029997123,3.146950073,2.756627432,71.46390328,6.0,1.0,5.0,0
college,8.087039042,4.511641421,4.169459393,80.12244388,6.0,5.0,9.0,0
college,7.967010907,5.552423932,6.522822851,83.21894772,4.0,7.0,3.0,0
college,9.700101976,5.022853724,4.631898159,94.177329,5.0,5.0,7.0,0
college,5.934849415,0.770004437055893,6.839526446,90.30692374,5.0,8.0,10.0,0
college,4.579842441,3.051016698,3.51885184,88.44554067,,7.0,2.0,0
school,7.363101134,2.133272282,4.689436034,62.96793382,7.0,3.0,1.0,0
working_student,7.588622083,,4.80995251,79.15655042,2.0,,4.0,0
school,9.51749561,2.62820491,2.145141042,80.1672521,6.0,6.0,,0
college,4.972053116,4.627943815,2.57585405,86.23250158,4.0,4.0,10.0,0
college,8.728762439,4.045937815,4.675866517,79.84936082,4.0,7.0,1.0,0
college,6.270062623,2.055735379,3.754216109,82.05826267,3.0,6.0,7.0,0
college,8.396314926,3.828915023,2.896924081,50.70469987,7.0,3.0,5.0,0
college,6.436754779,1.648483893,4.159870283,,3.0,7.0,7.0,0
college,6.54297763,2.551005034,7.064590528,87.17504527,8.0,6.0,1.0,1
college,6.936740335,9.443289931,2.105209198,97.32118211,6.0,5.0,11.0,1
school,,2.599663903,0.251119260741435,98.58390708,9.0,9.0,6.0,1
school,6.663745268,1.286932074,2.822241095,76.53108029,2.0,6.0,3.0,0
college,4.62772659,3.485863265,,96.32657293,2.0,3.0,1.0,0
college,4.535503219,10.08875163,7.360986786,69.77250515,9.0,6.0,7.0,1
school,8.076650798,2.111053015,5.108958286,,7.0,4.0,12.0,1
school,8.442671721,3.254867338,2.596090329,,7.0,4.0,9.0,1
college,6.21445338,2.920985106,2.337011907,74.63494428,4.0,6.0,7.0,0
college,4.982578288,3.523257,4.402460752,91.81665716,4.0,5.0,9.0,0
college,2.806273604,6.317050403,2.911578994,70.38331964,7.0,3.0,12.0,1
college,3.808866193,7.908152481,5.044948024,98.72436101,5.0,3.0,6.0,0
school,8.539628439,4.619654476,6.604166166,90.55163887,9.0,2.0,2.0,1
school,8.072903006,4.035782048,3.910825394,,3.0,5.0,5.0,0
school,7.208980502,3.136079844,5.526197351,,1.0,9.0,8.0,0
college,6.391908828,6.910256681,0.501869969065604,80.32880804,1.0,8.0,10.0,0
college,4.822213613,4.252267062,0.56767285558762,66.26060544,4.0,5.0,2.0,0
college,6.677130921,4.536880301,0.545835928699136,70.81023308,4.0,1.0,3.0,0
school,8.359941607,0.790091990211099,4.647576443,74.01577692,5.0,9.0,5.0,0
college,2.479961381,2.390983103,0.100192764421559,96.84595715,8.0,7.0,10.0,0
college,6.201914353,5.441951411,2.61181693,92.83622326,5.0,5.0,4.0,1
college,4.864350118,6.365853585,5.462641932,59.64195021,6.0,7.0,7.0,0
college,6.990387577,0.88689474912768,2.260578449,83.97984568,1.0,5.0,10.0,0
school,6.7305353,4.259937845,4.611274853,80.37972164,5.0,7.0,9.0,0
,5.750774213,7.723494782,5.799409552,72.55131353,10.0,8.0,3.0,1
college,5.712404733,3.654475479,6.215795886,82.70873105,10.0,6.0,6.0,1
college,7.940172939,5.833843108,0.953158056343757,73.35898541,2.0,4.0,2.0,0
college,7.010419412,,3.905547294,51.87284494,6.0,2.0,12.0,0
working_student,4.922193644,6.564180966,1.564303114,73.09291207,7.0,6.0,,1
college,6.713954237,3.653023883,0.452624051135453,98.62482638,3.0,4.0,1.0,1
college,5.945991849,4.412699509,5.614123228,97.93953649,6.0,1.0,3.0,1
college,6.067754765,5.433390479,2.906893375,61.59947841,9.0,5.0,8.0,0
working_student,,5.833935446,,95.90802524,5.0,1.0,12.0,1
working_student,6.642916789,18.67238516,3.625674787,90.34014723,5.0,7.0,10.0,0
school,7.183996793,3.945195114,4.121581033,85.0586065,6.0,7.0,12.0,0
school,9.112991901,2.164442663,5.437469147,77.39090898,8.0,9.0,2.0,1
school,6.415011613,2.592943335,3.881741651,89.89515722,5.0,6.0,2.0,0
working_student,7.187036466,5.611672588,7.647599932,87.23594635,4.0,5.0,3.0,0
,6.965137095,5.685526346,0.168253014439714,90.99608937,6.0,6.0,8.0,0
college,6.943387088,3.203406402,2.945800448,95.13792327,5.0,3.0,3.0,0
college,5.364882548,5.291700378,1.367411465,79.60650817,4.0,4.0,3.0,0
school,6.252154979,4.11677148,0.453058981392905,87.09883038,8.0,6.0,,1
working_student,6.259250179,,3.379402969,82.43383034,8.0,8.0,2.0,1
college,5.512019665,3.620103863,4.316648442,76.48619053,1.0,3.0,11.0,0
school,7.798431276,1.185609377,3.332309984,83.04779226,6.0,7.0,11.0,0
college,4.718967828,4.252491885,3.919781768,93.45831153,9.0,4.0,9.0,0
working_student,,5.153193368,4.884072389,96.79270209,7.0,3.0,9.0,0
,7.90930409,0.774807955249241,,82.00410721,6.0,,10.0,0
college,6.667020653,7.163862726,2.259648753,79.72197846,6.0,3.0,7.0,0
college,5.926911212,4.690128633,0.706943871655568,76.48056066,3.0,7.0,8.0,0
school,7.108288521,0.816929677260021,0.570168503387082,65.57376595,5.0,1.0,3.0,0
college,5.951786736,4.479022568,5.554157876,78.68385226,6.0,7.0,12.0,0
college,3.952580295,4.498382824,3.822607917,67.89838599,9.0,8.0,,1
,5.655683637,4.101567885,0.308153986729419,60.88662192,,8.0,8.0,1
school,7.809261447,2.520906741,5.214569554,71.25266955,9.0,3.0,7.0,1
college,7.569759281,5.734135382,4.607494818,90.29949083,1.0,5.0,6.0,0
school,6.91686647,0.513115372843506,5.333156354,71.6334745,5.0,6.0,3.0,0
college,7.289830858,4.48924938,3.170607905,68.71360243,6.0,6.0,,0
,6.187402419,3.980492519,1.047887339,80.89709262,5.0,9.0,2.0,0
college,5.46497354,5.142861525,2.520202593,67.72539277,5.0,3.0,1.0,1
college,7.138719009,4.132905698,4.68498496,92.4310178,8.0,8.0,11.0,0
,5.115607002,5.671253673,4.866353557,79.87352054,8.0,8.0,2.0,1
college,7.221794968,6.489023692,2.400652342,54.78004753,6.0,3.0,2.0,0
school,5.620457132,3.17803979,6.407537751,81.95234496,9.0,,2.0,1
college,,3.042939361,4.32587123,99.44737037,9.0,9.0,12.0,1
college,7.633109701,6.118346345,0.274187937159839,83.24205488,7.0,5.0,10.0,1
college,4.853800339,6.08095451,3.691958326,80.29247868,6.0,3.0,12.0,0
college,5.615978317,4.263103143,3.354717688,99.01445547,4.0,6.0,5.0,0
college,7.564990323,2.721102827,6.84433613,91.37608452,5.0,7.0,10.0,0
,6.008074058,1.956619279,0.291087662877771,99.9222852,6.0,6.0,7.0,0
school,8.145993688,2.622162301,0.512463870637449,77.63355042,6.0,4.0,11.0,0
college,4.39477252,5.13363899,5.421122707,,4.0,7.0,2.0,0
school,8.18598988,5.209120407,5.25756598,93.56634014,3.0,8.0,5.0,1
college,8.947113795,4.52705449,1.79848514,94.97365198,,5.0,8.0,0
,6.113637719,7.225780397,3.439497259,72.48826007,5.0,9.0,2.0,0
college,8.187412481,5.114150969,3.34957858,71.76242785,3.0,8.0,4.0,0
college,8.711448124,7.720136874,2.001239779,,4.0,5.0,5.0,0
college,2.505735664,6.851092871,5.821896789,,5.0,6.0,10.0,0
college,4.699169936,7.72457324,,70.45604065,6.0,2.0,2.0,0
school,6.466379386,2.908166898,2.527442505,87.73095021,6.0,1.0,11.0,1
college,7.069657673,1.888762592,3.539520948,90.96666841,2.0,9.0,8.0,0
college,4.08081357,8.263364582,2.787231209,77.13148358,6.0,6.0,4.0,0
college,6.92088735,4.449358847,2.545882757,86.47671546,5.0,,7.0,0
college,8.324955359,3.354398041,4.201353155,82.97459001,1.0,5.0,5.0,0
school,7.090942193,3.618419251,4.802754459,98.74647469,5.0,5.0,2.0,0
school,4.395042267,2.8158301,0.416313012147353,97.22385819,3.0,4.0,7.0,0
school,6.594603176,2.076333369,0.546622670739939,72.18973839,5.0,4.0,12.0,1
school,6.693772145,4.097266274,5.133374096,76.32245424,6.0,6.0,9.0,0
college,,,2.405223067,86.76659704,6.0,5.0,5.0,0
working_student,7.25047463,4.518936907,,78.78380492,8.0,4.0,4.0,1
college,5.765923607,3.538133334,2.032980534,72.97603054,2.0,5.0,7.0,0
college,7.852066555,4.61591155,4.632016298,97.8858849,7.0,3.0,7.0,1
school,9.617789044,3.334375492,0.166206719205061,73.40537712,6.0,2.0,9.0,0
college,7.496563651,5.293280637,2.551792407,76.44966822,2.0,5.0,,0
school,9.864861927,1.43285268,3.943085872,77.18716539,5.0,6.0,10.0,0
college,4.941090589,6.020185311,2.146685168,,8.0,7.0,9.0,1
college,5.262400751,6.958832632,4.8573519,74.66723725,10.0,6.0,4.0,1
school,8.308847627,5.084947329,3.901032396,99.49823764,6.0,6.0,10.0,0
school,,,3.809838903,75.45853913,1.0,7.0,8.0,0
college,7.209405555,,5.170113018,72.83806824,7.0,8.0,3.0,1
school,6.938493607,2.903107809,2.707232254,81.78459646,4.0,7.0,11.0,1
college,4.987396637,8.281305269,3.968857669,77.33301741,3.0,3.0,11.0,0
college,5.891192983,1.555276197,2.539503916,72.83364955,7.0,6.0,11.0,1
college,6.537958379,4.250033361,3.359631772,83.6473603,3.0,5.0,8.0,0
college,4.86979646,5.258490342,5.125189395,81.71482495,7.0,10.0,7.0,0
college,6.823924009,3.215535507,5.010045106,82.29123718,4.0,5.0,10.0,0
college,6.155556701,2.699498647,3.839039515,79.66674247,8.0,5.0,11.0,0
school,8.317448608,4.812890893,1.260039626,79.95583891,4.0,4.0,10.0,0
college,4.622836159,6.187589848,4.065465877,,8.0,9.0,,0
college,7.197382628,8.384540615,4.838917909,77.10031374,7.0,3.0,4.0,1
college,3.306305878,5.874308339,4.366741932,91.19591511,7.0,3.0,12.0,1
college,6.403272442,2.084135415,3.121098201,95.45117565,6.0,4.0,7.0,0
school,7.202898309,2.879410868,2.597664499,77.72591839,7.0,7.0,3.0,0
college,6.580767189,3.685554828,2.176427216,81.21941486,8.0,3.0,6.0,1
school,6.913004903,1.764771448,4.043718296,80.37679984,3.0,3.0,10.0,0
working_student,6.024651077,4.816321405,3.596657839,80.28117279,4.0,5.0,8.0,0
school,8.721621171,0.668596042671322,1.6877182,97.94904198,4.0,5.0,1.0,0
working_student,2.340143443,7.507485765,4.813574568,74.02450434,9.0,8.0,10.0,1
school,7.549001563,3.768179745,1.863277357,96.2929062,10.0,6.0,9.0,1
working_student,6.666279467,5.92152004,3.839064766,84.57389943,1.0,9.0,6.0,0
college,4.905020374,,5.443280225,78.42177229,,5.0,11.0,1
college,6.336917109,5.520078565,4.430158966,87.10225448,7.0,7.0,7.0,1
college,6.427670811,4.930777832,0.539390740921009,73.73652124,4.0,7.0,12.0,0
school,8.461820243,1.756326213,2.055948336,78.44488426,6.0,4.0,9.0,0
college,7.195366186,5.82863168,4.853574871,69.24369462,3.0,8.0,2.0,0
college,6.363245758,4.938115061,3.705861297,,3.0,6.0,3.0,0
working_student,7.050072084,4.862615406,7.114358938,78.11662777,5.0,8.0,1.0,0
,6.197260243,2.37650314,3.237962997,98.97518792,5.0,6.0,8.0,1
college,5.313839655,4.689199895,,97.97197766,3.0,9.0,12.0,0
school,7.207086373,2.841570023,1.809299369,81.60268945,5.0,8.0,7.0,0
college,,3.295885493,2.269594612,62.79994502,4.0,8.0,6.0,0
college,6.77987977,3.8126469,3.473545375,74.12076698,4.0,5.0,7.0,0
working_student,4.646822472,7.642667408,3.823263537,99.74955415,5.0,6.0,12.0,0
working_student,7.783074681,6.212138404,0.207607397124397,94.76672121,6.0,8.0,10.0,0
,5.324062885,4.884687516,3.877295836,72.71577013,4.0,6.0,1.0,0
college,4.747392654,3.528895828,3.444633769,78.00910436,4.0,5.0,1.0,0
college,5.95055965,2.059230971,6.212390094,77.78359529,3.0,8.0,4.0,0
college,4.451954085,3.136906816,3.905443085,80.10413398,4.0,6.0,10.0,0
college,8.243203964,4.849847013,1.156569821,73.21981697,4.0,8.0,2.0,0
working_student,8.23046755,8.070075224,7.522292263,79.93221706,5.0,1.0,9.0,1
school,6.931643544,2.078606547,3.96596051,79.89171469,7.0,9.0,11.0,0
school,7.701862516,3.116754598,3.0337886,86.13707241,9.0,6.0,7.0,0
school,6.59795982,2.902716707,5.649822759,,6.0,3.0,8.0,0
college,5.412719528,2.451460612,3.58091983,72.22048505,5.0,2.0,9.0,0
,5.254308875,4.136430766,4.550314998,90.7438762,3.0,1.0,6.0,0
school,6.747230125,1.203378796,0.995071119602718,73.94240614,6.0,3.0,9.0,0
school,,3.024636782,1.796659329,53.81265339,10.0,6.0,12.0,1
college,7.372570587,3.703816803,6.15148715,59.6103995,4.0,8.0,4.0,1
working_student,8.291592065,9.903386742,4.384717997,80.55441232,6.0,4.0,10.0,0
school,8.013850564,2.366816086,3.990618832,96.98809507,6.0,6.0,5.0,0
,4.670813071,7.984570807,4.160393448,91.32232842,6.0,7.0,4.0,0
working_student,5.453515405,9.191984828,6.799892994,99.18395913,3.0,7.0,4.0,0
college,4.874228153,0.848500223169371,0.510576986339379,79.74254018,2.0,2.0,9.0,0
college,9.172958221,7.323255949,5.413073419,86.90004855,4.0,6.0,8.0,0
college,6.186520057,10.58312737,2.693900422,85.7651055,8.0,6.0,3.0,1
college,6.014539888,5.126409579,5.133230587,77.28230623,7.0,6.0,6.0,0
college,6.18269881,4.041804562,5.026532881,82.2823896,5.0,4.0,12.0,0
working_student,5.92154369,4.450090935,2.079743866,79.98670321,9.0,4.0,3.0,1
college,5.783005545,0.779287564142269,1.262189958,91.86147162,3.0,,7.0,0
working_student,5.82402023,6.258325605,2.924742158,93.94720435,4.0,6.0,5.0,0
college,3.916217411,6.855537511,3.86094238,87.54275439,6.0,3.0,12.0,0
school,6.453988809,2.020659856,1.998983439,90.82835446,4.0,10.0,1.0,0
school,5.879954095,6.022247511,4.933280789,96.61490263,8.0,7.0,8.0,0
working_student,8.632893271,3.967631195,0.834184348517111,89.3778055,9.0,4.0,1.0,1
college,6.433012134,,,81.69243821,8.0,7.0,2.0,0
college,8.389706591,5.115817248,6.689547377,86.05693822,6.0,7.0,11.0,1
college,8.027895015,3.09591856,4.864236111,88.0106283,5.0,9.0,4.0,0
college,5.538340965,4.311304212,4.796523425,84.77753135,6.0,7.0,3.0,0
college,4.970095433,1.86552964,0.445005626015528,84.31680382,,7.0,12.0,0
college,5.898975914,3.160721028,2.614231653,69.72029249,8.0,4.0,3.0,1
working_student,5.776284113,4.799903628,2.491818028,75.7264653,6.0,4.0,8.0,0
college,6.24145085,5.368242198,5.41855052,95.77148455,8.0,5.0,11.0,1
,4.950999048,0.410873767324319,6.224960445,91.95500625,5.0,8.0,9.0,0
college,8.90929211,5.553324533,,86.4702507,4.0,4.0,10.0,0
college,8.418461484,6.374076039,3.574166843,86.23870976,5.0,6.0,1.0,0
college,4.788238331,,3.485343833,67.61807023,3.0,7.0,6.0,0
college,7.870493596,2.661944093,3.846215244,89.76219298,5.0,5.0,10.0,0
college,8.12846567,4.838221149,2.892581397,74.05742583,8.0,6.0,1.0,1
college,6.948156025,1.613419964,0.298556741271363,91.92480945,6.0,8.0,12.0,0
working_student,5.005723269,4.908854775,4.355057199,60.08486377,6.0,5.0,4.0,0
school,6.491054874,4.304839804,3.078221381,95.57700448,7.0,7.0,2.0,0
college,5.906327249,3.047394063,3.614305922,70.67679946,9.0,9.0,11.0,1
college,7.751717281,2.824496388,2.850790902,82.30727386,7.0,7.0,8.0,0
college,6.493351946,4.26220246,,99.61848512,2.0,7.0,10.0,0
working_student,5.646944698,3.704532122,2.736234266,82.61463382,5.0,8.0,10.0,0
college,8.991693582,8.562167007,2.305084421,83.81805185,3.0,7.0,2.0,0
college,7.052809549,8.156326383,1.868181512,94.85189581,2.0,6.0,10.0,0
college,4.351248638,6.475340139,2.773554061,72.73591283,8.0,5.0,10.0,1
,4.318491,6.933998603,2.263351655,79.05643671,5.0,6.0,7.0,0
,8.189425146,7.781384407,0.416611989349265,53.68889848,5.0,9.0,12.0,0
working_student,7.089656624,2.851720018,2.912118119,87.03017784,2.0,8.0,,0
college,6.877468204,4.143317578,2.408456591,82.12560122,3.0,6.0,6.0,0
college,5.301027657,,,51.94913787,6.0,5.0,6.0,0
college,6.084162856,6.530665268,4.252951681,80.41275672,8.0,6.0,10.0,1
,4.817382116,2.623835284,2.713501612,73.68411057,5.0,2.0,,0
working_student,5.403238091,7.270516752,5.88824846,64.85099879,,6.0,1.0,1
college,8.657599125,4.138342557,3.394287356,74.3008885,4.0,7.0,5.0,1
school,8.74397449,5.425425145,6.234484578,76.60864535,8.0,7.0,7.0,0
working_student,4.189822426,4.208336755,1.453446436,79.40719957,3.0,1.0,11.0,0
college,5.559433704,8.344267457,2.903813921,86.93978278,5.0,,6.0,0
school,8.566396391,3.537500644,2.644743331,78.76090949,7.0,5.0,1.0,0
college,5.749772851,3.869815121,2.343218428,76.88479904,9.0,2.0,8.0,1
working_student,5.767998324,4.064085672,3.916282305,88.10558376,7.0,4.0,11.0,0
college,5.969517216,4.967438093,6.698393838,89.46212116,4.0,4.0,10.0,0
working_student,4.805061584,5.391674764,1.427125269,93.43240737,6.0,1.0,11.0,1
school,6.547052182,1.35799035,2.502941066,,4.0,5.0,1.0,0
school,7.331604791,0.652197759798155,6.534650335,,8.0,4.0,,1
working_student,3.330367108,,3.38498605,71.9974485,6.0,7.0,3.0,0
college,6.963114908,5.066075228,2.181146226,82.04801512,3.0,4.0,3.0,0
working_student,6.68199265,7.669944701,8.112061303,86.23114283,5.0,4.0,3.0,0
college,5.596308707,5.405757909,2.482854083,84.08184703,4.0,9.0,3.0,0
school,5.24598202,0.388512277778772,1.356121194,78.8027176,9.0,10.0,12.0,0
college,6.695292575,4.127006692,6.253787807,72.14708557,8.0,8.0,6.0,0
school,,3.062381525,0.803372380401069,60.85843735,2.0,5.0,4.0,0
college,5.862988598,6.545547694,4.060677239,85.66178871,1.0,7.0,11.0,0
,6.456544313,7.689766423,7.847794559,75.3848891,4.0,3.0,3.0,1
college,4.253627514,,1.919220097,64.48952698,6.0,5.0,12.0,1
school,8.297384027,4.782040874,3.596311108,,6.0,7.0,11.0,0
college,3.752328784,8.254302483,4.216402717,71.27557228,,4.0,7.0,1
college,4.251916021,,,96.78059278,3.0,,11.0,0
college,6.60194951,1.920038147,1.482759205,93.51685071,5.0,8.0,10.0,0
college,6.742990006,,4.578995935,84.27332274,3.0,9.0,2.0,0
college,6.07896196,1.432171061,1.920108532,78.09908874,4.0,8.0,7.0,0
college,5.101010577,3.29890053,7.413565895,76.62143073,7.0,10.0,3.0,0
working_student,2.608236399,5.196326491,2.55445535,78.31097607,7.0,6.0,6.0,1
college,4.218697357,1.503087273,2.420139984,99.78843156,5.0,9.0,8.0,0
working_student,4.156250675,5.32936997,3.588637366,60.22285855,8.0,10.0,6.0,1
college,7.541571402,8.20865438,2.819340524,80.59094012,,8.0,11.0,0
college,7.085473618,,5.446013195,,9.0,5.0,2.0,1
college,,4.019165134,7.850290392,86.41930011,7.0,3.0,5.0,1
school,9.007207575,2.678750835,0.909788342949068,87.19512478,,2.0,5.0,1
school,6.70517126,2.179235637,4.571275177,57.16672889,3.0,9.0,7.0,0
school,8.040195178,2.076664139,3.831499493,77.15741061,,7.0,9.0,0
working_student,2.438870212,8.030639323,5.521441002,98.3567165,7.0,6.0,9.0,1
college,6.60524113,4.573647814,3.204740011,97.00701291,,5.0,9.0,0
college,6.828283515,1.121696183,4.694547375,81.41790305,4.0,3.0,,0
college,4.999708074,1.241987373,3.019467789,82.30748926,8.0,5.0,7.0,0
college,7.128336184,4.944740644,1.951803607,96.60111721,5.0,5.0,11.0,0
college,4.736338537,4.489745298,3.951492845,79.01069674,2.0,3.0,10.0,0
working_student,5.334065498,6.414972659,1.538075576,,5.0,9.0,8.0,0
working_student,4.685883616,7.746146119,4.537694644,85.48326991,7.0,6.0,5.0,1
college,7.216168599,2.495864047,2.55713072,55.39946663,1.0,3.0,7.0,0
,8.106473301,,5.278519783,61.06890783,3.0,7.0,2.0,0
college,4.972732175,1.194699314,3.619885779,78.87413761,5.0,9.0,,0
college,6.896546523,5.722949852,2.451861194,61.7517259,6.0,6.0,9.0,0
college,,,2.650810567,85.70749695,1.0,2.0,8.0,0
,6.519341491,3.383797274,5.786706679,64.11167249,4.0,9.0,2.0,0
college,6.780728905,5.144084961,1.718055883,96.6126848,,9.0,10.0,0
college,7.930942583,6.732550715,0.365573158387451,75.02830762,6.0,7.0,9.0,0
school,9.175342552,2.575513866,4.228248524,69.20720718,5.0,8.0,2.0,0
college,6.555146687,7.686486971,0.154393464739684,83.50181339,1.0,3.0,10.0,0
college,5.192273074,7.274999327,6.335111494,75.07291217,5.0,2.0,,0
college,5.120553026,4.958534512,3.41190658,63.57635978,2.0,6.0,4.0,0
school,,3.14294059,1.135055963,92.18102651,6.0,7.0,10.0,0
college,9.684707698,5.142576544,2.808672351,89.33653826,4.0,8.0,1.0,0
college,8.841878092,4.473323283,4.270933168,98.68574874,3.0,9.0,3.0,0
school,5.65844163,2.67959212,6.04012783,95.32398168,6.0,8.0,9.0,0
college,5.830331163,3.811844631,3.006615449,97.95299921,4.0,6.0,1.0,0
school,9.645896692,2.991662339,2.870705812,78.19416828,3.0,5.0,1.0,0
working_student,2.83359185,6.947049419,3.2294991,98.005056,7.0,,5.0,1
school,6.049625908,3.893600644,5.152109312,62.49620649,8.0,5.0,,1
school,6.996584386,3.557693687,5.131195313,84.30668217,7.0,9.0,3.0,1
college,5.162134269,6.581142903,2.438693565,75.31227469,9.0,3.0,2.0,1
college,5.978018832,3.33361073,2.695819481,79.69808255,5.0,7.0,4.0,0
working_student,4.063143127,6.056423845,2.610370077,92.28753056,3.0,8.0,5.0,0
school,7.419951304,1.185820461,2.600163089,80.18427677,6.0,8.0,10.0,0
working_student,5.326021087,5.604136831,7.896175727,87.74785836,1.0,5.0,11.0,0
working_student,5.63648386,7.640986005,4.616220719,76.13775884,4.0,6.0,8.0,0
college,6.294095154,3.196834842,5.561116549,96.90595175,4.0,1.0,5.0,0
school,,4.021301184,4.756327761,97.43549219,7.0,7.0,7.0,1
college,6.523479464,5.22999654,1.197065897,95.757182,8.0,7.0,5.0,0
school,7.673595557,2.054193563,1.128151589,98.74987221,3.0,7.0,9.0,0
working_student,6.846782385,3.85926776,3.143668552,70.10103436,8.0,1.0,4.0,0
college,8.770881054,5.33804601,4.833937228,74.36697369,10.0,8.0,2.0,1
school,6.728458465,2.444887827,3.168399964,82.67104793,5.0,5.0,9.0,0
college,6.623710464,5.403917955,,87.47969833,6.0,6.0,6.0,1
school,6.503514388,3.534210558,1.251826093,79.30705626,3.0,7.0,8.0,0
school,7.433915329,2.674026656,2.195598952,88.23101623,2.0,6.0,8.0,0
school,5.693168165,4.905331539,0.559055270292976,80.23245778,9.0,5.0,12.0,1
college,7.677075354,,3.664020812,99.29124429,2.0,9.0,5.0,0
college,6.037105961,2.625428442,5.055557067,86.03618733,,5.0,10.0,0
college,5.76213386,6.358028143,3.662557157,92.13869949,5.0,5.0,8.0,0
school,6.523152427,4.286233192,5.632921907,86.06335174,6.0,7.0,10.0,0
college,,3.910358348,1.606373669,69.92851969,2.0,3.0,5.0,0
college,9.362024246,5.842520784,1.893877483,55.95541453,6.0,4.0,2.0,0
school,6.28314848,2.454955498,,58.66772815,8.0,7.0,10.0,1
college,7.049934557,3.618999437,1.387695787,95.38982988,5.0,5.0,3.0,0
college,7.71785274,4.644945455,1.491117516,75.15106524,4.0,9.0,1.0,0
school,9.300667306,1.267598258,2.075807203,98.56899963,9.0,4.0,7.0,0
working_student,4.597734506,6.305297497,1.348682265,93.76359237,1.0,5.0,10.0,0
college,8.664986699,7.18945556,,,3.0,5.0,3.0,0
college,7.341360773,5.261798674,3.605056404,69.47438156,1.0,6.0,5.0,0
school,7.75261441,2.303889678,1.915117627,77.15148468,6.0,6.0,5.0,0
college,5.257774149,1.664852096,5.243064519,77.61422801,9.0,7.0,3.0,1
school,6.173168167,4.928955776,5.858136851,98.74508293,7.0,1.0,8.0,0
college,9.104195683,4.737889408,1.282693432,82.06708861,5.0,6.0,8.0,0
college,6.831481705,5.970363415,1.939064024,82.50041206,3.0,8.0,4.0,0
working_student,5.387507673,6.313910207,6.093211673,67.04716571,5.0,6.0,6.0,1
college,4.264276251,8.767756625,2.180510276,84.52163412,9.0,6.0,5.0,1
college,7.186437573,4.981617762,1.359395169,75.6706116,9.0,6.0,10.0,1
school,8.453948447,3.744771759,0.453573397186613,67.58556805,8.0,6.0,10.0,0
college,9.023737221,6.014297937,3.743027143,82.54528054,6.0,7.0,7.0,1
,6.527579699,2.725147405,4.693168675,92.28868838,10.0,2.0,4.0,1
college,5.600667457,3.116175583,5.673826565,90.81526795,8.0,1.0,10.0,0
college,6.753280558,9.356487905,4.942432749,84.45550517,7.0,9.0,6.0,1
school,4.90076736,2.908617847,4.784136944,68.40819098,6.0,4.0,3.0,1
college,6.957896526,4.865136733,2.878224497,80.93240122,3.0,7.0,1.0,0
college,5.861478227,9.214632279,2.967543097,61.04345259,2.0,5.0,4.0,0
college,3.846253303,10.02286704,2.468291772,71.40183247,5.0,6.0,11.0,1
college,8.183373708,3.995440054,2.493188862,,7.0,,1.0,0
working_student,4.98938904,3.953320908,4.596370804,83.32810126,5.0,4.0,7.0,1
college,5.530108577,4.468295144,3.176673751,90.33775981,3.0,5.0,11.0,0
college,6.666719501,7.098284784,4.773196755,88.89696315,8.0,6.0,10.0,0
college,7.136799526,2.31675448,7.168572581,92.22471899,8.0,7.0,1.0,1
college,5.454399444,6.073930453,3.899557865,70.20617035,10.0,4.0,12.0,1
,6.644157028,2.219144423,4.020422522,,7.0,7.0,2.0,0
college,8.550956822,3.032212679,3.218082891,81.66496565,4.0,9.0,9.0,0
college,6.645075505,3.257177446,2.534750874,79.08450892,7.0,5.0,3.0,1
college,6.665078415,6.622895337,0.744476543577444,78.75397888,5.0,8.0,10.0,0
college,5.413336372,,,85.78206045,4.0,5.0,6.0,0
school,6.025026986,,2.538472881,68.13317346,6.0,5.0,11.0,0
,7.699117472,6.861294538,3.773085845,80.38464093,4.0,3.0,7.0,0
,6.835400818,6.099657446,3.015550469,90.44818483,4.0,5.0,6.0,0
,6.103780347,1.634778149,,96.2176432,4.0,6.0,11.0,0
college,5.977432135,2.235138614,7.66010052,82.58919773,8.0,7.0,12.0,1
,5.727272617,4.911893983,5.307813975,88.57678287,7.0,9.0,6.0,0
school,5.850821669,1.105334042,5.936515845,77.5239553,5.0,6.0,2.0,0
college,6.53560404,5.372078844,3.362893167,85.06049515,2.0,,,0
school,6.789939482,0.975891786444525,4.284925757,81.06389874,8.0,6.0,7.0,0
working_student,7.579181409,3.553829947,5.286749619,97.50681009,,6.0,,0
college,7.6399186,2.534554931,3.211141581,84.03448764,9.0,2.0,1.0,1
school,5.580398512,3.459292044,2.385846065,96.25369646,4.0,9.0,5.0,0
college,6.759262963,5.374707797,3.920753098,99.55189723,10.0,4.0,4.0,1
college,8.196504414,4.275863865,6.13612258,86.11594137,7.0,7.0,10.0,0
college,5.890626484,5.336549476,1.187454638,91.66250955,,5.0,10.0,1
